,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp_Total,Att_Total,Cmp%_Total,TotDist,PrgDist,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Touches,T_Def Pen,T_Def 3rd,T_Mid 3rd,T_Att 3rd,T_Att Pen,T_Live,Drib_Att,Drib_Succ,Drib_Succ%,Drib_Tkld,Drib_Tkld%,Carries,Carry_TotDist,Carry_PrgDist,Carry_PrgNum,Carry_1/3,Carry_PA,Carry_Miscon,Carry_Dispos,Rec,Rec_Prg,D_Tkl,D_TklW,Tkl_Def 3rd,Tkl_Mid 3rd,Tkl_Att 3rd,Chal_Tkl,Chal_Att,Chal_Tkl%,Chal_Lost,Blocks,B_Sh,B_Pass,Int,Tkl+Int,Clr,Err
2239,Sergi Roberto,ESP,"MF,DF",Barcelona,La Liga,31.0,1992.0,9.6,3,10,4,40.0,1.05,0.42,0.3,0.75,12.5,0,0,0,1.7,1.7,0.17,1.3,1.3,582,654,89.0,8295,1875,341,364,93.7,192,211,91.0,23,34,67.6,2,0.8,0.8,1.2,9,57,3,1,50,24,2.51,21,0,1,1,0,1,3,0.31,3,0,0,0,0,0,737,10,112,448,179,28,737,6,3,50.0,1,16.7,395,2125,1028,13,18,4,22,7,563,33,15,10,4,10,1,3,11,27.3,8,7,2,5,8,23,7,1
2240,Lucas Robertone,ARG,MF,Almería,La Liga,26.0,1997.0,26.5,0,37,13,35.1,1.4,0.49,0.0,0.0,28.1,3,0,0,1.0,1.0,0.03,-1.0,-1.0,1107,1363,81.2,19270,5863,537,594,90.4,423,498,84.9,122,209,58.4,5,2.5,2.2,2.5,34,115,19,9,128,75,2.84,58,5,2,5,1,4,7,0.26,7,0,0,0,0,0,1675,72,405,975,316,17,1675,21,8,38.1,9,42.9,873,4221,2061,31,27,4,27,16,1041,37,61,33,28,23,10,25,50,50.0,25,43,9,34,51,112,43,0
2241,Connor Roberts,WAL,DF,Burnley,Premier League,27.0,1995.0,9.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,395,495,79.8,6987,2370,162,182,89.0,194,222,87.4,34,67,50.7,1,0.2,0.4,0.8,7,32,8,2,38,18,1.97,13,5,0,0,0,0,3,0.33,3,0,0,0,0,0,557,28,182,259,120,6,557,2,0,0.0,2,100.0,309,1163,620,6,10,0,3,1,358,13,12,5,6,4,2,8,17,47.1,9,8,6,2,4,16,25,2
2242,Andrew Robertson,SCO,DF,Liverpool,Premier League,29.0,1994.0,18.8,3,12,6,50.0,0.64,0.32,0.25,0.5,12.5,0,0,0,1.9,1.9,0.16,1.1,1.1,1248,1547,80.7,21306,7231,609,654,93.1,495,587,84.3,122,239,51.0,2,5.4,4.4,-3.4,62,118,26,12,140,97,5.16,62,33,1,0,1,0,5,0.27,3,2,0,0,0,0,1713,67,387,789,548,55,1713,17,5,29.4,12,70.6,979,4623,2638,63,40,6,18,6,1160,130,35,24,21,11,3,26,43,60.5,17,20,6,14,13,48,40,0
2243,Antonee Robinson,USA,DF,Fulham,Premier League,25.0,1997.0,36.3,0,16,7,43.8,0.44,0.19,0.0,0.0,22.9,0,0,0,0.7,0.7,0.04,-0.7,-0.7,1514,2054,73.7,27304,9830,664,796,83.4,643,813,79.1,176,324,54.3,6,4.2,3.7,1.8,33,113,46,26,129,69,1.9,63,2,2,0,1,1,7,0.19,7,0,0,0,0,0,2536,165,930,977,660,63,2536,81,37,45.7,35,43.2,1267,7547,4004,99,70,9,47,16,1376,194,93,58,60,26,7,52,110,47.3,58,56,8,48,80,173,117,3
2244,Jack Robinson,ENG,DF,Sheffield Utd,Premier League,29.0,1993.0,32.1,1,14,5,35.7,0.44,0.16,0.07,0.2,12.7,0,0,0,1.2,1.2,0.09,-0.2,-0.2,894,1254,71.3,17460,7680,318,364,87.4,452,554,81.6,113,286,39.5,1,1.2,1.0,-0.2,12,66,7,4,63,23,0.72,12,7,0,3,0,1,1,0.03,0,1,0,0,0,0,1567,235,793,606,177,31,1567,11,5,45.5,3,27.3,685,2943,1429,8,6,1,18,5,785,14,43,28,29,14,0,25,39,64.1,14,49,33,16,33,76,132,2
2245,Marc Roca,ESP,MF,Betis,La Liga,26.0,1996.0,22.0,2,20,7,35.0,0.91,0.32,0.1,0.29,24.3,0,0,0,1.1,1.1,0.06,0.9,0.9,997,1193,83.6,17134,5610,473,522,90.6,387,442,87.6,99,166,59.6,2,1.4,1.7,0.6,19,120,17,0,126,59,2.68,49,3,2,0,3,2,3,0.14,3,0,0,0,0,0,1403,53,333,858,229,23,1403,21,11,52.4,9,42.9,821,4146,2096,24,22,6,19,18,957,20,52,36,17,29,6,30,53,56.6,23,29,6,23,17,69,23,1
2246,Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,32.0,1990.0,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,44,57,77.2,670,232,23,29,79.3,16,21,76.2,2,4,50.0,0,0.1,0.5,-0.1,1,3,5,0,11,3,4.43,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,65,1,6,43,18,1,65,0,0,0.0,0,0.0,31,139,85,3,2,0,2,0,40,4,6,4,0,5,1,4,6,66.7,2,0,0,0,1,7,1,0
2247,Sergio Rodelas,ESP,"FW,DF",Granada,La Liga,18.0,2004.0,1.4,0,2,0,0.0,1.48,0.0,0.0,0.0,27.3,0,0,0,0.0,0.0,0.02,0.0,0.0,27,33,81.8,326,129,16,17,94.1,8,10,80.0,1,2,50.0,1,1.1,0.8,-0.1,2,0,1,1,1,6,4.43,3,1,0,0,1,1,1,0.74,1,0,0,0,0,0,53,0,10,19,24,6,53,6,2,33.3,3,50.0,25,201,74,3,3,1,8,1,28,5,3,2,1,0,2,0,3,0.0,3,0,0,0,0,3,0,0
2248,Rodri,ESP,MF,Manchester City,Premier League,27.0,1996.0,32.6,8,62,22,35.5,1.9,0.68,0.13,0.36,20.6,0,0,0,4.1,4.1,0.07,3.9,3.9,3365,3656,92.0,57256,15766,1676,1774,94.5,1273,1360,93.6,340,401,84.8,9,3.9,6.1,5.1,49,378,61,0,376,157,4.82,130,2,8,5,6,6,23,0.71,17,0,3,1,1,1,3988,114,664,2337,1013,80,3988,64,42,65.6,14,21.9,2513,11575,6408,76,88,12,23,32,3242,55,70,43,25,33,12,29,60,48.3,31,32,8,24,26,96,41,4
2249,Rodri,ESP,"FW,MF",Betis,La Liga,23.0,2000.0,11.7,0,18,5,27.8,1.54,0.43,0.0,0.0,18.6,0,0,0,1.1,1.1,0.06,-1.1,-1.1,449,570,78.8,6682,1882,258,286,90.2,144,183,78.7,27,48,56.3,0,1.2,2.2,-1.2,15,36,32,6,65,33,2.83,24,1,3,2,3,0,0,0.0,0,0,0,0,0,0,711,3,98,325,299,43,711,57,24,42.1,24,42.1,496,3253,1607,49,30,14,28,18,564,116,17,10,6,7,4,8,21,38.1,13,11,0,11,8,25,2,0
2250,Álvaro Rodríguez,URU,FW,Real Madrid,La Liga,19.0,2004.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,2,1,0,0,3,2,2,100.0,0,0.0,1,28,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
2251,Óscar Rodríguez Arnaiz,ESP,"MF,FW",Getafe,La Liga,25.0,1998.0,10.7,2,34,9,26.5,3.16,0.84,0.06,0.22,24.9,4,0,0,1.5,1.5,0.04,0.5,0.5,333,442,75.3,5682,1332,174,210,82.9,102,129,79.1,46,67,68.7,1,2.1,1.4,-1.1,21,39,11,1,52,49,4.56,37,5,4,2,1,0,4,0.37,3,0,1,0,0,0,595,7,56,287,259,30,595,31,14,45.2,16,51.6,320,1818,757,13,24,4,35,12,415,48,24,13,2,15,7,9,15,60.0,6,12,1,11,5,29,5,0
2252,Damián Rodríguez,ESP,MF,Celta Vigo,La Liga,20.0,2003.0,2.9,0,1,0,0.0,0.35,0.0,0.0,0.0,31.6,0,0,0,0.0,0.0,0.03,0.0,0.0,191,213,89.7,3051,813,89,92,96.7,84,89,94.4,10,21,47.6,2,0.8,0.8,1.2,6,17,0,0,9,8,2.79,7,1,0,0,0,0,3,1.05,3,0,0,0,0,0,227,6,42,132,54,1,227,0,0,0.0,0,0.0,145,548,239,2,4,1,1,2,174,4,6,3,1,3,2,1,3,33.3,2,4,2,2,1,7,2,0
2253,Dani Rodríguez,ESP,MF,Mallorca,La Liga,35.0,1988.0,29.1,2,27,4,14.8,0.93,0.14,0.07,0.5,19.8,0,0,0,1.4,1.4,0.05,0.6,0.6,693,1010,68.6,11921,4005,328,389,84.3,250,340,73.5,84,199,42.2,4,4.1,5.2,-0.1,48,71,27,11,118,99,3.41,54,38,1,4,2,0,9,0.31,3,5,0,1,0,0,1316,29,178,636,524,44,1316,79,33,41.8,40,50.6,690,4223,1991,54,47,9,55,60,787,110,47,24,21,20,6,21,45,46.7,24,34,5,29,15,62,21,0
2254,Guido Rodríguez,ARG,MF,Betis,La Liga,29.0,1994.0,20.5,2,18,7,38.9,0.88,0.34,0.11,0.29,20.5,0,0,0,0.7,0.7,0.04,1.3,1.3,888,1042,85.2,15168,4610,428,466,91.8,333,375,88.8,88,131,67.2,0,0.8,0.8,-0.8,4,73,1,0,65,24,1.17,18,1,0,4,0,1,6,0.29,4,0,0,2,0,0,1259,70,360,747,156,19,1259,14,10,71.4,3,21.4,672,2647,1129,8,13,1,20,17,779,18,53,30,21,24,8,34,55,61.8,21,27,6,21,29,82,44,0
2255,Jay Rodriguez,ENG,FW,Burnley,Premier League,34.0,1989.0,9.1,2,21,7,33.3,2.3,0.77,0.05,0.14,12.9,0,1,1,3.5,2.7,0.13,-1.5,-1.7,142,216,65.7,1958,396,89,119,74.8,36,52,69.2,9,27,33.3,1,0.2,0.1,0.8,4,16,2,0,17,13,1.42,7,0,2,4,0,0,1,0.11,1,0,0,0,0,0,314,11,48,165,101,24,313,9,6,66.7,3,33.3,152,441,137,2,3,1,20,5,225,28,14,9,7,4,3,7,13,53.8,6,11,1,10,1,15,8,0
2256,Kirian Rodríguez,ESP,MF,Las Palmas,La Liga,27.0,1996.0,35.7,6,43,14,32.6,1.21,0.39,0.14,0.43,25.4,2,0,0,2.1,2.1,0.05,3.9,3.9,2705,3062,88.3,41188,12239,1478,1587,93.1,1001,1096,91.3,148,224,66.1,2,1.6,2.8,0.4,37,278,41,4,296,77,2.16,73,0,1,2,1,0,9,0.25,9,0,0,0,0,0,3337,59,712,2088,560,19,3337,37,26,70.3,9,24.3,2158,9111,4802,46,45,0,49,48,2719,78,52,32,22,25,5,24,67,35.8,43,39,3,36,28,80,23,1
2257,Miguel Rodríguez,ESP,MF,Celta Vigo,La Liga,20.0,2003.0,3.3,0,6,0,0.0,1.8,0.0,0.0,0.0,26.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,82,116,70.7,1127,258,48,55,87.3,26,43,60.5,1,6,16.7,0,0.2,0.2,-0.2,2,3,4,0,8,6,1.8,4,0,0,0,2,0,0,0.0,0,0,0,0,0,0,170,1,16,61,97,6,170,17,3,17.6,11,64.7,115,803,430,14,12,3,4,4,117,35,6,3,3,1,2,3,9,33.3,6,8,0,8,4,10,0,0
2258,Ricardo Rodríguez,SUI,DF,Torino,Serie A,30.0,1992.0,30.8,1,11,2,18.2,0.36,0.06,0.09,0.5,27.2,2,0,0,0.3,0.3,0.03,0.7,0.7,1401,1677,83.5,23641,8173,669,708,94.5,584,689,84.8,117,213,54.9,2,1.4,1.8,0.6,20,119,25,12,127,49,1.59,41,5,1,1,1,0,3,0.1,3,0,0,0,0,0,1894,135,673,989,243,9,1894,11,8,72.7,3,27.3,1134,6330,3677,61,36,4,10,4,1291,40,45,26,21,22,2,28,45,62.2,17,22,9,13,24,69,64,2
2259,Rodrygo,BRA,FW,Real Madrid,La Liga,22.0,2001.0,26.4,10,86,35,40.7,3.25,1.32,0.12,0.29,15.2,4,0,1,11.7,10.9,0.13,-1.7,-0.9,883,1007,87.7,10417,1882,639,683,93.6,166,202,82.2,19,33,57.6,5,4.0,4.2,1.0,46,42,44,4,90,111,4.2,71,5,22,6,5,2,14,0.53,7,0,5,1,0,1,1352,3,50,414,905,206,1351,147,60,40.8,68,46.3,1002,7409,4344,159,106,84,72,30,1145,301,16,15,2,9,5,5,19,26.3,14,14,0,14,8,24,6,0
2260,Mads Roerslev,DEN,DF,Brentford,Premier League,24.0,1999.0,22.1,1,7,1,14.3,0.32,0.05,0.14,1.0,14.3,0,0,0,0.9,0.9,0.14,0.1,0.1,496,742,66.8,8448,2978,238,301,79.1,202,297,68.0,47,93,50.5,2,1.8,1.4,0.2,15,32,23,21,43,33,1.5,29,0,3,0,0,1,3,0.14,3,0,0,0,0,0,966,99,362,342,268,23,966,28,11,39.3,15,53.6,448,1985,864,18,12,6,23,15,520,90,48,31,34,9,5,27,54,50.0,27,15,3,12,19,67,71,0
2261,Rogério,BRA,DF,Wolfsburg,Bundesliga,25.0,1998.0,10.1,1,4,2,50.0,0.4,0.2,0.25,0.5,15.3,0,0,0,0.3,0.3,0.09,0.7,0.7,455,552,82.4,7185,2809,241,262,92.0,181,222,81.5,24,39,61.5,0,0.4,0.9,-0.4,6,29,11,8,57,19,1.89,16,0,2,0,1,0,1,0.1,1,0,0,0,0,0,659,25,168,337,163,10,659,18,4,22.2,13,72.2,364,2102,1019,27,16,4,12,8,369,42,14,6,7,5,2,10,14,71.4,4,16,5,11,5,19,23,1
2262,Morgan Rogers,ENG,"MF,FW",Aston Villa,Premier League,21.0,2002.0,7.1,3,11,5,45.5,1.55,0.71,0.27,0.6,14.8,0,0,0,1.4,1.4,0.12,1.6,1.6,147,195,75.4,2253,847,77,99,77.8,50,60,83.3,12,14,85.7,1,0.6,0.4,0.4,9,16,12,0,28,23,3.25,18,0,3,0,2,0,4,0.57,2,0,1,0,1,0,289,10,66,131,98,23,289,33,17,51.5,12,36.4,150,1084,563,22,11,6,17,11,185,30,8,1,3,2,3,2,11,18.2,9,11,0,11,3,11,11,0
2263,Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,21.0,2002.0,16.4,2,24,8,33.3,1.46,0.49,0.08,0.25,15.1,0,0,0,2.0,2.0,0.08,0.0,0.0,365,458,79.7,5622,1221,187,233,80.3,139,157,88.5,25,36,69.4,4,2.5,2.1,1.5,19,36,10,4,38,45,2.74,35,0,3,5,2,0,6,0.37,4,0,1,1,0,0,676,30,130,316,255,41,676,42,21,50.0,14,33.3,398,2785,1414,44,37,10,50,42,428,87,21,13,10,9,2,8,21,38.1,13,27,3,24,9,30,22,0
2264,Alessio Romagnoli,ITA,DF,Lazio,Serie A,28.0,1995.0,26.8,0,11,5,45.5,0.41,0.19,0.0,0.0,12.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6,1604,1759,91.2,27365,9970,670,703,95.3,804,849,94.7,96,153,62.7,0,0.6,0.6,-0.6,6,82,5,1,87,12,0.45,11,0,0,1,0,0,1,0.04,1,0,0,0,0,0,1995,276,973,992,36,18,1995,1,0,0.0,1,100.0,981,4361,2024,7,2,0,9,0,1347,2,25,18,14,11,0,16,24,66.7,8,29,17,12,29,54,115,0
2265,Simone Romagnoli,ITA,DF,Frosinone,Serie A,33.0,1990.0,30.2,1,12,1,8.3,0.4,0.03,0.08,1.0,8.8,0,0,0,1.2,1.2,0.1,-0.2,-0.2,1221,1421,85.9,21605,8093,481,535,89.9,636,701,90.7,80,140,57.1,1,0.4,0.2,0.6,3,22,0,0,47,8,0.27,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0,1733,393,1076,620,42,23,1733,0,0,0.0,0,0.0,706,3315,1598,2,2,0,4,0,934,2,35,15,23,11,1,15,20,75.0,5,51,36,15,29,64,147,0
2266,Carlos Romero,ESP,DF,Villarreal,La Liga,21.0,2001.0,2.9,0,2,1,50.0,0.69,0.34,0.0,0.0,11.1,0,0,0,0.4,0.4,0.2,-0.4,-0.4,113,164,68.9,1883,736,60,74,81.1,45,62,72.6,7,19,36.8,0,0.0,0.2,0.0,0,5,1,0,6,1,0.34,1,0,0,0,0,0,1,0.34,1,0,0,0,0,0,203,16,78,70,55,7,203,6,3,50.0,3,50.0,83,524,257,6,3,1,5,2,102,21,11,5,8,1,2,7,12,58.3,5,3,0,3,1,12,11,0
2267,Cristian Romero,ARG,DF,Tottenham,Premier League,25.0,1998.0,31.0,5,24,9,37.5,0.77,0.29,0.21,0.56,10.5,0,0,0,3.5,3.5,0.14,1.5,1.5,2390,2606,91.7,41458,16198,966,1035,93.3,1279,1341,95.4,111,158,70.3,0,0.4,1.5,-0.4,7,189,14,0,179,35,1.13,28,2,0,3,0,2,2,0.06,1,0,0,1,0,0,2923,357,1254,1494,198,33,2923,8,5,62.5,1,12.5,1957,9359,6026,32,42,0,12,4,2071,8,66,40,35,25,6,32,44,72.7,12,46,22,24,44,110,106,1
2268,Isaac Romero,ESP,FW,Sevilla,La Liga,23.0,2000.0,11.5,4,42,17,40.5,3.64,1.47,0.1,0.24,14.8,0,0,0,7.3,7.3,0.17,-3.3,-3.3,146,209,69.9,1949,319,83,105,79.0,46,64,71.9,5,12,41.7,4,1.7,1.0,2.3,11,9,9,1,16,29,2.51,16,0,8,5,0,0,8,0.69,4,0,2,2,0,0,370,9,35,143,202,63,370,31,13,41.9,16,51.6,195,1216,657,31,12,14,42,9,248,64,6,3,2,2,2,5,9,55.6,4,12,0,12,0,6,11,0
2269,Luka Romero,ARG,"FW,MF",Milan,Serie A,18.0,2004.0,1.0,0,1,0,0.0,1.02,0.0,0.0,0.0,9.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,33,39,84.6,434,58,20,22,90.9,11,13,84.6,0,0,0.0,0,0.0,0.1,0.0,0,1,1,0,3,2,2.02,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,48,1,8,23,19,2,48,3,1,33.3,2,66.7,37,261,103,4,2,0,3,2,35,7,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,0,0
2270,Luka Romero,ARG,FW,Almería,La Liga,18.0,2004.0,4.9,3,8,3,37.5,1.64,0.62,0.38,1.0,15.9,0,0,0,1.3,1.3,0.18,1.7,1.7,137,148,92.6,1744,338,93,98,94.9,37,40,92.5,1,1,100.0,0,0.1,0.1,-0.1,2,7,2,1,14,10,2.05,6,0,2,1,1,0,4,0.82,2,0,1,1,0,0,226,5,39,118,71,5,226,16,7,43.8,8,50.0,143,750,341,11,12,1,20,9,155,20,5,1,2,3,0,2,4,50.0,2,12,1,11,1,6,2,1
2271,Oriol Romeu,ESP,MF,Barcelona,La Liga,31.0,1991.0,10.4,0,10,2,20.0,0.96,0.19,0.0,0.0,23.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7,717,806,89.0,11315,2753,372,399,93.2,291,319,91.2,38,59,64.4,1,1.3,0.9,-0.3,8,80,8,1,66,17,1.63,13,0,1,3,0,0,2,0.19,2,0,0,0,0,0,922,27,148,615,161,4,922,5,4,80.0,1,20.0,539,2322,1245,12,25,0,9,8,701,4,34,20,17,14,3,13,24,54.2,11,12,2,10,10,44,18,0
2272,Valentin Rongier,FRA,MF,Marseille,Ligue 1,28.0,1994.0,9.5,0,10,3,30.0,1.06,0.32,0.0,0.0,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,504,577,87.3,9308,2852,178,209,85.2,267,285,93.7,43,62,69.4,0,0.8,1.2,-0.8,9,72,10,1,73,28,2.96,25,0,2,0,0,1,1,0.11,1,0,0,0,0,0,685,27,135,413,143,10,685,10,5,50.0,5,50.0,511,2879,1333,19,14,1,14,8,465,10,23,12,9,12,2,14,26,53.8,12,16,4,12,15,38,18,0
2273,Frank Ronstadt,GER,"DF,MF",Darmstadt 98,Bundesliga,26.0,1997.0,0.8,0,3,0,0.0,3.55,0.0,0.0,0.0,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,35,42,83.3,479,178,21,23,91.3,13,15,86.7,0,1,0.0,0,0.1,0.1,-0.1,2,2,2,1,2,3,3.55,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,56,5,14,27,16,0,56,3,0,0.0,1,33.3,33,190,117,3,2,0,1,2,39,4,1,0,0,1,0,0,1,0.0,1,1,0,1,1,2,3,0
2274,Marten de Roon,NED,"MF,DF",Atalanta,Serie A,32.0,1991.0,28.9,0,16,3,18.8,0.55,0.1,0.0,0.0,24.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6,1446,1712,84.5,26689,8394,564,630,89.5,690,779,88.6,159,239,66.5,5,1.2,1.2,3.8,23,147,20,3,178,54,1.87,43,5,0,2,2,2,7,0.24,7,0,0,0,0,0,1981,99,589,1110,294,4,1981,9,3,33.3,5,55.6,1040,4998,2569,28,22,0,19,8,1307,22,80,43,36,32,12,35,82,42.7,47,36,10,26,40,120,54,0
2275,Unai Ropero,ESP,MF,Alavés,La Liga,21.0,2001.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,5,80.0,46,20,3,3,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,0,1,1,5,1,7,2,0,0.0,2,100.0,3,9,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2276,Vitor Roque,BRA,FW,Barcelona,La Liga,18.0,2005.0,3.6,2,13,6,46.2,3.57,1.65,0.15,0.33,13.7,0,0,0,2.5,2.5,0.2,-0.5,-0.5,49,67,73.1,615,67,34,41,82.9,11,15,73.3,1,1,100.0,0,0.0,0.0,0.0,1,3,0,0,2,4,1.1,1,0,1,2,0,0,1,0.27,0,0,0,1,0,0,126,5,11,43,74,22,126,15,4,26.7,9,60.0,82,573,334,12,6,6,11,8,97,26,3,2,2,0,1,0,2,0.0,2,3,0,3,0,3,5,0
2277,Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,26.0,1997.0,22.3,0,16,2,12.5,0.72,0.09,0.0,0.0,13.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2,1056,1187,89.0,17440,5722,478,524,91.2,496,534,92.9,52,80,65.0,0,1.4,1.5,-1.4,17,81,14,3,93,39,1.75,34,1,0,1,2,1,5,0.22,2,0,0,1,2,0,1398,80,425,814,164,22,1398,20,11,55.0,8,40.0,1031,4765,2214,20,19,2,26,15,987,27,36,25,15,16,5,23,34,67.6,11,27,13,14,29,65,39,0
2278,Valentin Rosier,FRA,"DF,MF",Nice,Ligue 1,26.0,1996.0,0.6,0,1,0,0.0,1.7,0.0,0.0,0.0,23.3,0,0,0,0.0,0.0,0.04,0.0,0.0,28,33,84.8,401,158,15,17,88.2,11,12,91.7,0,2,0.0,0,0.1,0.1,-0.1,2,2,2,0,5,4,6.92,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0,47,3,13,20,15,3,47,1,0,0.0,1,100.0,24,196,102,3,3,1,2,1,21,2,1,0,1,0,0,0,0,0.0,0,1,0,1,2,3,5,0
2279,Francesco Rossi,ITA,GK,Atalanta,Serie A,32.0,1991.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2,50.0,14,13,1,1,100.0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0.0,0,0.0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2280,Joe Rothwell,ENG,MF,Bournemouth,Premier League,28.0,1995.0,4.3,0,2,0,0.0,0.47,0.0,0.0,0.0,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,179,216,82.9,3185,863,65,68,95.6,100,108,92.6,10,30,33.3,0,0.2,0.2,-0.2,4,20,1,0,20,12,2.8,6,3,1,1,1,0,1,0.23,1,0,0,0,0,0,251,8,49,147,56,1,251,13,7,53.8,4,30.8,140,862,437,6,4,0,5,2,155,3,7,2,4,2,1,2,8,25.0,6,4,2,2,3,10,2,0
2281,Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,22.0,2001.0,11.2,0,3,1,33.3,0.27,0.09,0.0,0.0,24.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,824,931,88.5,13730,5543,406,435,93.3,344,373,92.2,61,90,67.8,2,0.8,1.2,1.2,8,64,5,1,68,18,1.6,18,0,0,0,0,0,4,0.36,4,0,0,0,0,0,1030,75,385,571,76,5,1030,6,2,33.3,4,66.7,639,2713,1556,8,5,0,7,3,753,10,21,12,14,5,2,13,21,61.9,8,14,8,6,8,29,28,0
2282,Jérôme Roussillon,FRA,DF,Union Berlin,Bundesliga,30.0,1993.0,8.4,0,7,4,57.1,0.84,0.48,0.0,0.0,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,263,355,74.1,4307,2077,135,160,84.4,105,137,76.6,18,39,46.2,1,0.6,0.6,0.4,8,21,6,3,38,20,2.39,14,0,2,1,1,2,2,0.24,2,0,0,0,0,0,462,28,141,210,121,6,462,11,5,45.5,5,45.5,217,931,516,10,9,2,16,8,213,29,16,9,6,7,3,8,12,66.7,4,13,4,9,5,21,26,0
2283,Nicolò Rovella,ITA,MF,Lazio,Serie A,21.0,2001.0,14.6,0,5,1,20.0,0.34,0.07,0.0,0.0,26.4,1,0,0,0.6,0.6,0.12,-0.6,-0.6,851,976,87.2,14115,3415,412,437,94.3,351,381,92.1,66,104,63.5,2,0.5,0.6,1.5,10,68,5,0,56,22,1.5,16,2,1,0,1,2,4,0.27,4,0,0,0,0,0,1157,49,316,723,131,3,1157,18,10,55.6,7,38.9,575,3079,1311,21,11,1,18,11,787,11,46,28,25,17,4,16,36,44.4,20,27,6,21,23,69,29,0
2284,Amir Rrahmani,KVX,DF,Napoli,Serie A,29.0,1994.0,28.9,3,25,8,32.0,0.87,0.28,0.12,0.38,12.0,0,0,0,2.2,2.2,0.09,0.8,0.8,2028,2255,89.9,39408,13051,735,776,94.7,1008,1067,94.5,260,366,71.0,0,0.9,0.7,-0.9,14,153,3,0,113,43,1.49,34,0,1,4,1,3,5,0.17,5,0,0,0,0,0,2477,209,973,1399,116,40,2477,15,10,66.7,3,20.0,1557,7914,4596,19,15,1,7,6,1792,4,33,27,17,14,2,16,32,50.0,16,24,10,14,20,53,90,0
